TP,FP,FN,TN
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,2
1,2,0,0
1,2,0,0
1,2,0,0
1,0,0,0
0,0,0,2
0,0,1,2
0,0,1,2
1,0,0,0
3,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
2,0,0,0
2,0,0,0
0,0,0,0
2,0,0,0
1,0,0,0
0,0,0,0
0,0,2,0
0,0,2,0
0,0,2,0
2,0,0,0
3,2,0,0
3,2,0,0
0,0,0,2
3,2,0,0
2,0,0,0
0,0,0,2
3,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,1,0
0,0,1,0
0,0,1,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
0,0,1,0
0,0,0,0
0,0,0,2
0,0,0,2
1,2,0,0
1,2,0,0
0,0,0,0
0,0,0,2
0,0,1,2
0,0,1,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,1,0
0,0,1,0
0,0,1,0
2,2,0,0
2,2,0,0
0,0,0,2
2,2,0,0
0,0,0,2
0,0,0,2
1,0,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1,0
0,0,1,0
0,0,1,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
0,0,0,0
2,0,0,0
2,0,0,0
0,0,0,0
2,0,0,0
1,0,0,0
0,0,0,0
0,0,2,0
0,0,2,0
0,0,2,0
2,0,0,0
3,0,0,0
0,0,0,0
3,0,0,0
2,0,0,0
0,0,0,0
1,0,0,0
3,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5,0,0,0
2,0,0,0
3,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,1,0
0,0,1,0
2,0,0,0
3,3,0,0
3,3,0,0
0,0,0,3
3,3,0,0
2,0,0,0
2,0,0,0
3,0,0,0
2,0,0,0
5,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,1
2,1,0,0
2,1,0,0
0,0,0,1
2,1,0,0
1,0,0,0
0,0,0,1
0,0,2,1
0,0,2,1
0,0,2,1
3,0,0,0
5,4,0,0
0,0,0,4
3,0,0,0
0,0,0,4
2,0,0,0
5,0,0,0
1,0,0,0
3,0,0,0
0,0,1,4
0,0,2,1
0,0,0,1
0,0,1,7
0,0,3,7
0,0,3,7
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,2,0
0,0,3,7
0,0,0,5
0,0,3,7
1,0,0,0
5,0,0,0
0,0,2,6
0,0,3,3
0,0,0,5
0,0,3,11
0,0,5,16
0,0,0,2
0,0,0,5
0,0,0,5
0,0,0,5
0,0,0,12
0,0,0,16
0,0,5,16
0,0,0,12
0,0,0,16
0,0,5,16
11,0,0,0
7,2,0,0
5,0,0,0
11,0,0,0
5,2,0,0
3,0,0,0
1,0,0,0
11,0,0,0
6,3,0,0
11,4,0,0
4,0,0,0
11,0,0,0
11,4,0,0
3,0,0,0
5,1,0,0
11,4,0,0
11,4,0,0
5,0,0,0
7,0,0,0
3,4,0,0
2,1,0,0
1,1,0,0
7,0,0,0
3,7,0,0
7,7,0,0
0,1,0,0
4,0,0,0
7,7,0,0
7,7,0,0
7,7,0,0
5,0,0,0
11,0,0,0
5,0,0,0
2,6,0,0
5,6,0,0
5,0,0,0
5,6,0,0
2,1,0,0
3,0,0,0
0,0,0,0
5,6,0,0
5,6,0,0
5,6,0,0
1,0,0,0
1,3,0,0
1,5,0,0
1,0,0,0
1,5,0,0
0,3,0,0
0,2,0,0
1,5,0,0
1,5,0,0
1,5,0,0
1,5,0,0
11,0,0,0
6,11,0,0
6,0,0,0
6,11,0,0
2,3,0,0
6,11,0,0
11,0,0,0
11,16,0,0
3,5,0,0
5,5,0,0
11,16,0,0
11,16,0,0
11,16,0,0
11,0,0,0
11,0,0,0
0,0,0,16
0,0,0,37
16,0,0,0
7,0,0,0
0,0,7,15
16,0,0,0
0,0,16,15
16,0,0,0
0,0,2,81
38,231,0,0
0,0,0,13
0,0,17,52
20,0,0,0
58,248,0,0
20,0,0,0
0,0,0,29
0,0,17,86
72,268,0,0
43,51,0,0
49,49,0,0
60,112,0,0
209,257,0,0
